"id","nombre","tipos","es_legendario","es_mitico","capture_rate","hp","attack","defense","special_attack","special_defense","speed","height","weight","pokeapi_id","display_scale"
"344","claydol","ground,psychic","false","false","90","60","70","105","70","120","75","15","1080","344","1"
"345","lileep","rock,grass","false","false","45","66","41","77","61","87","23","10","238","345","1"
"346","cradily","rock,grass","false","false","45","86","81","97","81","107","43","15","604","346","1"
"347","anorith","rock,bug","false","false","45","45","95","50","40","50","75","7","125","347","1.1"
"348","armaldo","rock,bug","false","false","45","75","125","100","70","80","45","15","682","348","1"
"349","feebas","water","false","false","255","20","15","20","10","55","80","6","74","349","1.1"
"350","milotic","water","false","false","60","95","60","79","100","125","81","62","1620","350","0.7"
"351","castform","normal","false","false","45","70","70","70","70","70","70","3","8","351","1.2"
"352","kecleon","normal","false","false","200","60","90","70","60","120","40","10","220","352","1"
"353","shuppet","ghost","false","false","225","44","75","35","63","33","45","6","23","353","1.1"
"354","banette","ghost","false","false","45","64","115","65","83","63","65","11","125","354","1"
"355","duskull","ghost","false","false","190","20","40","90","30","90","25","8","150","355","1"
"356","dusclops","ghost","false","false","90","40","70","130","60","130","25","16","306","356","0.9"
"357","tropius","grass,flying","false","false","200","99","68","83","72","87","51","20","1000","357","0.9"
"358","chimecho","psychic","false","false","45","75","50","80","95","90","65","6","10","358","1.1"
"359","absol","dark","false","false","30","65","130","60","75","60","75","12","470","359","1"
"360","wynaut","psychic","false","false","125","95","23","48","23","48","23","6","140","360","1.1"
"361","snorunt","ice","false","false","190","50","50","50","50","50","50","7","168","361","1.1"
"362","glalie","ice","false","false","75","80","80","80","80","80","80","15","2565","362","1"
"363","spheal","ice,water","false","false","255","70","40","50","55","50","25","8","395","363","1"
"364","sealeo","ice,water","false","false","120","90","60","70","75","70","45","11","876","364","1"
"365","walrein","ice,water","false","false","45","110","80","90","95","90","65","14","1506","365","1"
"366","clamperl","water","false","false","255","35","64","85","74","55","32","4","525","366","1.1"
"367","huntail","water","false","false","60","55","104","105","94","75","52","17","270","367","0.9"
"368","gorebyss","water","false","false","60","55","84","105","114","75","52","18","226","368","0.9"
"369","relicanth","water,rock","false","false","25","100","90","130","45","65","55","10","234","369","1"
"370","luvdisc","water","false","false","225","43","30","55","40","65","97","6","87","370","1.1"
"371","bagon","dragon","false","false","45","45","75","60","40","30","50","6","421","371","1.1"
"372","shelgon","dragon","false","false","45","65","95","100","60","50","50","11","1105","372","1"
"373","salamence","dragon,flying","false","false","45","95","135","80","110","80","100","15","1026","373","1"
"374","beldum","steel,psychic","false","false","3","40","55","80","35","60","30","6","952","374","1.1"
"375","metang","steel,psychic","false","false","3","60","75","100","55","80","50","12","2025","375","1"
"376","metagross","steel,psychic","false","false","3","80","135","130","95","90","70","16","5500","376","0.9"
"377","regirock","rock","true","false","3","80","100","200","50","100","50","17","2300","377","0.9"
"378","regice","ice","true","false","3","80","50","100","100","200","50","18","1750","378","0.9"
"379","registeel","steel","true","false","3","80","75","150","75","150","50","19","2050","379","0.9"
"380","latias","dragon,psychic","true","false","3","80","80","90","110","130","110","14","400","380","1"
"381","latios","dragon,psychic","true","false","3","80","90","80","130","110","110","20","600","381","0.9"
"382","kyogre","water","true","false","3","100","100","90","150","140","90","45","3520","382","0.8"
"383","groudon","ground","true","false","3","100","150","140","100","90","90","35","9500","383","0.8"
"384","rayquaza","dragon,flying","true","false","45","105","150","90","150","90","95","70","2065","384","0.7"
"385","jirachi","steel,psychic","false","true","3","100","100","100","100","100","100","3","11","385","1.2"
"386","deoxys","psychic","false","true","3","50","150","50","150","50","150","17","608","386","0.9"
"387","turtwig","grass","false","false","45","55","68","64","45","55","31","4","102","387","1.1"
"388","grotle","grass","false","false","45","75","89","85","55","65","36","11","970","388","1"
"389","torterra","grass,ground","false","false","45","95","109","105","75","85","56","22","3100","389","0.9"
"390","chimchar","fire","false","false","45","44","58","44","58","44","61","5","62","390","1.1"
"391","monferno","fire,fighting","false","false","45","64","78","52","78","52","81","9","220","391","1"
"392","infernape","fire,fighting","false","false","45","76","104","71","104","71","108","12","550","392","1"
"393","piplup","water","false","false","45","53","51","53","61","56","40","4","52","393","1.1"
"394","prinplup","water","false","false","45","64","66","68","81","76","50","8","230","394","1"
"395","empoleon","water,steel","false","false","45","84","86","88","111","101","60","17","845","395","0.9"
"396","starly","normal,flying","false","false","255","40","55","30","30","30","60","3","20","396","1.2"
"397","staravia","normal,flying","false","false","120","55","75","50","40","40","80","6","155","397","1.1"
"398","staraptor","normal,flying","false","false","45","85","120","70","50","60","100","12","249","398","1"
"399","bidoof","normal","false","false","255","59","45","40","35","40","31","5","200","399","1.1"
"400","bibarel","normal,water","false","false","127","79","85","60","55","60","71","10","315","400","1"
"401","kricketot","bug","false","false","255","37","25","41","25","41","25","3","22","401","1.2"
"402","kricketune","bug","false","false","45","77","85","51","55","51","65","10","255","402","1"
"403","shinx","electric","false","false","235","45","65","34","40","34","45","5","95","403","1.1"
"404","luxio","electric","false","false","120","60","85","49","60","49","60","9","305","404","1"
"405","luxray","electric","false","false","45","80","120","79","95","79","70","14","420","405","1"
"406","budew","grass,poison","false","false","255","40","30","35","50","70","55","2","12","406","1.2"
"407","roserade","grass,poison","false","false","75","60","70","65","125","105","90","9","145","407","1"
"408","cranidos","rock","false","false","45","67","125","40","30","30","58","9","315","408","1"
"409","rampardos","rock","false","false","45","97","165","60","65","50","58","16","1025","409","0.9"
"410","shieldon","rock,steel","false","false","45","30","42","118","42","88","30","5","570","410","1.1"
"411","bastiodon","rock,steel","false","false","45","60","52","168","47","138","30","13","1495","411","1"
"412","burmy","bug","false","false","120","40","29","45","29","45","36","2","34","412","1.2"
"413","wormadam","bug,grass","false","false","45","60","59","85","79","105","36","5","65","413","1.1"
"414","mothim","bug,flying","false","false","45","70","94","50","94","50","66","9","233","414","1"
"415","combee","bug,flying","false","false","120","30","30","42","30","42","70","3","55","415","1.2"
"416","vespiquen","bug,flying","false","false","45","70","80","102","80","102","40","12","385","416","1"
"417","pachirisu","electric","false","false","200","60","45","70","45","90","95","4","39","417","1.1"
"418","buizel","water","false","false","190","55","65","35","60","30","85","7","295","418","1.1"
"419","floatzel","water","false","false","75","85","105","55","85","50","115","11","335","419","1"
"420","cherubi","grass","false","false","190","45","35","45","62","53","35","4","33","420","1.1"
"421","cherrim","grass","false","false","75","70","60","70","87","78","85","5","93","421","1.1"
"422","shellos","water","false","false","190","76","48","48","57","62","34","3","63","422","1.2"
"423","gastrodon","water,ground","false","false","75","111","83","68","92","82","39","9","299","423","1"
"424","ambipom","normal","false","false","45","75","100","66","60","66","115","12","203","424","1"
"425","drifloon","ghost,flying","false","false","125","90","50","34","60","44","70","4","12","425","1.1"
"426","drifblim","ghost,flying","false","false","60","150","80","44","90","54","80","12","150","426","1"
"427","buneary","normal","false","false","190","55","66","44","44","56","85","4","55","427","1.1"
"428","lopunny","normal","false","false","60","65","76","84","54","96","105","12","333","428","1"
"429","mismagius","ghost","false","false","45","60","60","60","105","105","105","9","44","429","1"
"430","honchkrow","dark,flying","false","false","30","100","125","52","105","52","71","9","273","430","1"
"431","glameow","normal","false","false","190","49","55","42","42","37","85","5","39","431","1.1"
"432","purugly","normal","false","false","75","71","82","64","64","59","112","10","438","432","1"
"433","chingling","psychic","false","false","120","45","30","50","65","50","45","2","6","433","1.2"
"434","stunky","poison,dark","false","false","225","63","63","47","41","41","74","4","192","434","1.1"
"435","skuntank","poison,dark","false","false","60","103","93","67","71","61","84","10","380","435","1"
"436","bronzor","steel,psychic","false","false","255","57","24","86","24","86","23","5","605","436","1.1"
"437","bronzong","steel,psychic","false","false","90","67","89","116","79","116","33","13","1870","437","1"
"438","bonsly","rock","false","false","255","50","80","95","10","45","10","5","150","438","1.1"
"439","mime-jr","psychic,fairy","false","false","145","20","25","45","70","90","60","6","130","439","1.1"
"440","happiny","normal","false","false","130","100","5","5","15","65","30","6","244","440","1.1"
"441","chatot","normal,flying","false","false","30","76","65","45","92","42","91","5","19","441","1.1"
"442","spiritomb","ghost,dark","false","false","100","50","92","108","92","108","35","10","1080","442","1"
"443","gible","dragon,ground","false","false","45","58","70","45","40","45","42","7","205","443","1.1"
"444","gabite","dragon,ground","false","false","45","68","90","65","50","55","82","14","560","444","1"
"445","garchomp","dragon,ground","false","false","45","108","130","95","80","85","102","19","950","445","0.9"
"446","munchlax","normal","false","false","50","135","85","40","40","85","5","6","1050","446","1.1"
"447","riolu","fighting","false","false","75","40","70","40","35","40","60","7","202","447","1.1"
"448","lucario","fighting,steel","false","false","45","70","110","70","115","70","90","12","540","448","1"
"449","hippopotas","ground","false","false","140","68","72","78","38","42","32","8","495","449","1"
"450","hippowdon","ground","false","false","60","108","112","118","68","72","47","20","3000","450","0.9"
"451","skorupi","poison,bug","false","false","120","40","50","90","30","55","65","8","120","451","1"
"452","drapion","poison,dark","false","false","45","70","90","110","60","75","95","13","615","452","1"
"453","croagunk","poison,fighting","false","false","140","48","61","40","61","40","50","7","230","453","1.1"
"454","toxicroak","poison,fighting","false","false","75","83","106","65","86","65","85","13","444","454","1"
"455","carnivine","grass","false","false","200","74","100","72","90","72","46","14","270","455","1"
"456","finneon","water","false","false","190","49","49","56","49","61","66","4","70","456","1.1"
"457","lumineon","water","false","false","75","69","69","76","69","86","91","12","240","457","1"
"458","mantyke","water,flying","false","false","25","45","20","50","60","120","50","10","650","458","1"
"459","snover","grass,ice","false","false","120","60","62","50","62","60","40","10","505","459","1"
"460","abomasnow","grass,ice","false","false","60","90","92","75","92","85","60","22","1355","460","0.9"
"461","weavile","dark,ice","false","false","45","70","120","65","45","85","125","11","340","461","1"
"462","magnezone","electric,steel","false","false","30","70","70","115","130","90","60","12","1800","462","1"
"463","lickilicky","normal","false","false","30","110","85","95","80","95","50","17","1400","463","0.9"
"464","rhyperior","ground,rock","false","false","30","115","140","130","55","55","40","24","2828","464","0.9"
"465","tangrowth","grass","false","false","30","100","100","125","110","50","50","20","1286","465","0.9"
"466","electivire","electric","false","false","30","75","123","67","95","85","95","18","1386","466","0.9"
"467","magmortar","fire","false","false","30","75","95","67","125","95","83","16","680","467","0.9"
"468","togekiss","fairy,flying","false","false","30","85","50","95","120","115","80","15","380","468","1"
"469","yanmega","bug,flying","false","false","30","86","76","86","116","56","95","19","515","469","0.9"
"470","leafeon","grass","false","false","45","65","110","130","60","65","95","10","255","470","1"
"471","glaceon","ice","false","false","45","65","60","110","130","95","65","8","259","471","1"
"472","gliscor","ground,flying","false","false","30","75","95","125","45","75","95","20","425","472","0.9"
"473","mamoswine","ice,ground","false","false","50","110","130","80","70","60","80","25","2910","473","0.9"
"474","porygon-z","normal","false","false","30","85","80","70","135","75","90","9","340","474","1"
"475","gallade","psychic,fighting","false","false","45","68","125","65","65","115","80","16","520","475","0.9"
"476","probopass","rock,steel","false","false","60","60","55","145","75","150","40","14","3400","476","1"
"477","dusknoir","ghost","false","false","45","45","100","135","65","135","45","22","1066","477","0.9"
"478","froslass","ice,ghost","false","false","75","70","80","70","80","70","110","13","266","478","1"
"479","rotom","electric,ghost","false","false","45","50","50","77","95","77","91","3","3","479","1.2"
"480","uxie","psychic","true","false","3","75","75","130","75","130","95","3","3","480","1.2"
"481","mesprit","psychic","true","false","3","80","105","105","105","105","80","3","3","481","1.2"
"482","azelf","psychic","true","false","3","75","125","70","125","70","115","3","3","482","1.2"
"483","dialga","steel,dragon","true","false","3","100","120","120","150","100","90","54","6830","483","0.7"
"484","palkia","water,dragon","true","false","3","90","120","100","150","120","100","42","3360","484","0.8"
"485","heatran","fire,steel","true","false","3","91","90","106","130","106","77","17","4300","485","0.9"
"486","regigigas","normal","true","false","3","110","160","110","80","110","100","37","4200","486","0.8"
"487","giratina","ghost,dragon","true","false","3","150","100","120","100","120","90","45","7500","487","0.8"
"488","cresselia","psychic","true","false","3","120","70","110","75","120","85","15","856","488","1"
"489","phione","water","false","true","30","80","80","80","80","80","80","4","31","489","1.1"
"490","manaphy","water","false","true","3","100","100","100","100","100","100","3","14","490","1.2"
"491","darkrai","dark","false","true","3","70","90","90","135","90","125","15","505","491","1"
"492","shaymin","grass","false","true","45","100","100","100","100","100","100","2","21","492","1.2"
"493","arceus","normal","false","true","3","120","120","120","120","120","120","32","3200","493","0.8"
"494","victini","psychic,fire","false","true","3","100","100","100","100","100","100","4","40","494","1.1"
"495","snivy","grass","false","false","45","45","45","55","45","55","63","6","81","495","1.1"
"496","servine","grass","false","false","45","60","60","75","60","75","83","8","160","496","1"
"497","serperior","grass","false","false","45","75","75","95","75","95","113","33","630","497","0.8"
"498","tepig","fire","false","false","45","65","63","45","45","45","45","5","99","498","1.1"
"499","pignite","fire,fighting","false","false","45","90","93","55","70","55","55","10","555","499","1"
"500","emboar","fire,fighting","false","false","45","110","123","65","100","65","65","16","1500","500","0.9"
"501","oshawott","water","false","false","45","55","55","45","63","45","45","5","59","501","1.1"
"502","dewott","water","false","false","45","75","75","60","83","60","60","8","245","502","1"
"503","samurott","water","false","false","45","95","100","85","108","70","70","15","946","503","1"
"504","patrat","normal","false","false","255","45","55","39","35","39","42","5","116","504","1.1"
"505","watchog","normal","false","false","255","60","85","69","60","69","77","11","270","505","1"
"506","lillipup","normal","false","false","255","45","60","45","25","45","55","4","41","506","1.1"
"507","herdier","normal","false","false","120","65","80","65","35","65","60","9","147","507","1"
"508","stoutland","normal","false","false","45","85","110","90","45","90","80","12","610","508","1"
"509","purrloin","dark","false","false","255","41","50","37","50","37","66","4","101","509","1.1"
"510","liepard","dark","false","false","90","64","88","50","88","50","106","11","375","510","1"
"511","pansage","grass","false","false","190","50","53","48","53","48","64","6","105","511","1.1"
"512","simisage","grass","false","false","75","75","98","63","98","63","101","11","305","512","1"
"513","pansear","fire","false","false","190","50","53","48","53","48","64","6","110","513","1.1"
"514","simisear","fire","false","false","75","75","98","63","98","63","101","10","280","514","1"
"515","panpour","water","false","false","190","50","53","48","53","48","64","6","135","515","1.1"
"516","simipour","water","false","false","75","75","98","63","98","63","101","10","290","516","1"
"517","munna","psychic","false","false","190","76","25","45","67","55","24","6","233","517","1.1"
"518","musharna","psychic","false","false","75","116","55","85","107","95","29","11","605","518","1"
"519","pidove","normal,flying","false","false","255","50","55","50","36","30","43","3","21","519","1.2"
"520","tranquill","normal,flying","false","false","120","62","77","62","50","42","65","6","150","520","1.1"
"521","unfezant","normal,flying","false","false","45","80","115","80","65","55","93","12","290","521","1"
"522","blitzle","electric","false","false","190","45","60","32","50","32","76","8","298","522","1"
"523","zebstrika","electric","false","false","75","75","100","63","80","63","116","16","795","523","0.9"
"524","roggenrola","rock","false","false","255","55","75","85","25","25","15","4","180","524","1.1"
"525","boldore","rock","false","false","120","70","105","105","50","40","20","9","1020","525","1"
"526","gigalith","rock","false","false","45","85","135","130","60","80","25","17","2600","526","0.9"
"527","woobat","psychic,flying","false","false","190","65","45","43","55","43","72","4","21","527","1.1"
"528","swoobat","psychic,flying","false","false","45","67","57","55","77","55","114","9","105","528","1"
"529","drilbur","ground","false","false","120","60","85","40","30","45","68","3","85","529","1.2"
"530","excadrill","ground,steel","false","false","60","110","135","60","50","65","88","7","404","530","1.1"
"531","audino","normal","false","false","255","103","60","86","60","86","50","11","310","531","1"
"532","timburr","fighting","false","false","180","75","80","55","25","35","35","6","125","532","1.1"
"533","gurdurr","fighting","false","false","90","85","105","85","40","50","40","12","400","533","1"
"534","conkeldurr","fighting","false","false","45","105","140","95","55","65","45","14","870","534","1"
"535","tympole","water","false","false","255","50","50","40","50","40","64","5","45","535","1.1"
"536","palpitoad","water,ground","false","false","120","75","65","55","65","55","69","8","170","536","1"
"537","seismitoad","water,ground","false","false","45","105","95","75","85","75","74","15","620","537","1"
"538","throh","fighting","false","false","45","120","100","85","30","85","45","13","555","538","1"
"539","sawk","fighting","false","false","45","75","125","75","30","75","85","14","510","539","1"
"540","sewaddle","bug,grass","false","false","255","45","53","70","40","60","42","3","25","540","1.2"
"541","swadloon","bug,grass","false","false","120","55","63","90","50","80","42","5","73","541","1.1"
"542","leavanny","bug,grass","false","false","45","75","103","80","70","80","92","12","205","542","1"
"543","venipede","bug,poison","false","false","255","30","45","59","30","39","57","4","53","543","1.1"
"544","whirlipede","bug,poison","false","false","120","40","55","99","40","79","47","12","585","544","1"
"545","scolipede","bug,poison","false","false","45","60","100","89","55","69","112","25","2005","545","0.9"
"546","cottonee","grass,fairy","false","false","190","40","27","60","37","50","66","3","6","546","1.2"
"547","whimsicott","grass,fairy","false","false","75","60","67","85","77","75","116","7","66","547","1.1"
"548","petilil","grass","false","false","190","45","35","50","70","50","30","5","66","548","1.1"
"549","lilligant","grass","false","false","75","70","60","75","110","75","90","11","163","549","1"
"550","basculin","water","false","false","25","70","92","65","80","55","98","10","180","550","1"
"551","sandile","ground,dark","false","false","180","50","72","35","35","35","65","7","152","551","1.1"
"552","krokorok","ground,dark","false","false","90","60","82","45","45","45","74","10","334","552","1"
"553","krookodile","ground,dark","false","false","45","95","117","80","65","70","92","15","963","553","1"
"554","darumaka","fire","false","false","120","70","90","45","15","45","50","6","375","554","1.1"
"555","darmanitan","fire","false","false","60","105","140","55","30","55","95","13","929","555","1"
"556","maractus","grass","false","false","255","75","86","67","106","67","60","10","280","556","1"
"557","dwebble","bug,rock","false","false","190","50","65","85","35","35","55","3","145","557","1.2"
"558","crustle","bug,rock","false","false","75","70","105","125","65","75","45","14","2000","558","1"
"559","scraggy","dark,fighting","false","false","180","50","75","70","35","70","48","6","118","559","1.1"
"560","scrafty","dark,fighting","false","false","90","65","90","115","45","115","58","11","300","560","1"
"561","sigilyph","psychic,flying","false","false","45","72","58","80","103","80","97","14","140","561","1"
"562","yamask","ghost","false","false","190","38","30","85","55","65","30","5","15","562","1.1"
"563","cofagrigus","ghost","false","false","90","58","50","145","95","105","30","17","765","563","0.9"
"564","tirtouga","water,rock","false","false","45","54","78","103","53","45","22","7","165","564","1.1"
"565","carracosta","water,rock","false","false","45","74","108","133","83","65","32","12","810","565","1"
"566","archen","rock,flying","false","false","45","55","112","45","74","45","70","5","95","566","1.1"
"567","archeops","rock,flying","false","false","45","75","140","65","112","65","110","14","320","567","1"
"568","trubbish","poison","false","false","190","50","50","62","40","62","65","6","310","568","1.1"
"569","garbodor","poison","false","false","60","80","95","82","60","82","75","19","1073","569","0.9"
"570","zorua","dark","false","false","75","40","65","40","80","40","65","7","125","570","1.1"
"571","zoroark","dark","false","false","45","60","105","60","120","60","105","16","811","571","0.9"
"572","minccino","normal","false","false","255","55","50","40","40","40","75","4","58","572","1.1"
"573","cinccino","normal","false","false","60","75","95","60","65","60","115","5","75","573","1.1"
"574","gothita","psychic","false","false","200","45","30","50","55","65","45","4","58","574","1.1"
"575","gothorita","psychic","false","false","100","60","45","70","75","85","55","7","180","575","1.1"
"576","gothitelle","psychic","false","false","50","70","55","95","95","110","65","15","440","576","1"
"577","solosis","psychic","false","false","200","45","30","40","105","50","20","3","10","577","1.2"
"578","duosion","psychic","false","false","100","65","40","50","125","60","30","6","80","578","1.1"
"579","reuniclus","psychic","false","false","50","110","65","75","125","85","30","10","201","579","1"
"580","ducklett","water,flying","false","false","190","62","44","50","44","50","55","5","55","580","1.1"
"581","swanna","water,flying","false","false","45","75","87","63","87","63","98","13","242","581","1"
"582","vanillite","ice","false","false","255","36","50","50","65","60","44","4","57","582","1.1"
"583","vanillish","ice","false","false","120","51","65","65","80","75","59","11","410","583","1"
"584","vanilluxe","ice","false","false","45","71","95","85","110","95","79","13","575","584","1"
"585","deerling","normal,grass","false","false","190","60","60","50","40","50","75","6","195","585","1.1"
"586","sawsbuck","normal,grass","false","false","75","80","100","70","60","70","95","19","925","586","0.9"
"587","emolga","electric,flying","false","false","200","55","75","60","75","60","103","4","50","587","1.1"
"588","karrablast","bug","false","false","200","50","75","45","40","45","60","5","59","588","1.1"
"589","escavalier","bug,steel","false","false","75","70","135","105","60","105","20","10","330","589","1"
"590","foongus","grass,poison","false","false","190","69","55","45","55","55","15","2","10","590","1.2"
"591","amoonguss","grass,poison","false","false","75","114","85","70","85","80","30","6","105","591","1.1"
"592","frillish","water,ghost","false","false","190","55","40","50","65","85","40","12","330","592","1"
"593","jellicent","water,ghost","false","false","60","100","60","70","85","105","60","22","1350","593","0.9"
"594","alomomola","water","false","false","75","165","75","80","40","45","65","12","316","594","1"
"595","joltik","bug,electric","false","false","190","50","47","50","57","50","65","1","6","595","1.2"
"596","galvantula","bug,electric","false","false","75","70","77","60","97","60","108","8","143","596","1"
"597","ferroseed","grass,steel","false","false","255","44","50","91","24","86","10","6","188","597","1.1"
"598","ferrothorn","grass,steel","false","false","90","74","94","131","54","116","20","10","1100","598","1"
"599","klink","steel","false","false","130","40","55","70","45","60","30","3","210","599","1.2"
"600","klang","steel","false","false","60","60","80","95","70","85","50","6","510","600","1.1"
"601","klinklang","steel","false","false","30","60","100","115","70","85","90","6","810","601","1.1"
"602","tynamo","electric","false","false","190","35","55","40","45","40","60","2","3","602","1.2"
"603","eelektrik","electric","false","false","60","65","85","70","75","70","40","12","220","603","1"
"604","eelektross","electric","false","false","30","85","115","80","105","80","50","21","805","604","0.9"
"605","elgyem","psychic","false","false","255","55","55","55","85","55","30","5","90","605","1.1"
"606","beheeyem","psychic","false","false","90","75","75","75","125","95","40","10","345","606","1"
"607","litwick","ghost,fire","false","false","190","50","30","55","65","55","20","3","31","607","1.2"
"608","lampent","ghost,fire","false","false","90","60","40","60","95","60","55","6","130","608","1.1"
"609","chandelure","ghost,fire","false","false","45","60","55","90","145","90","80","10","343","609","1"
"610","axew","dragon","false","false","75","46","87","60","30","40","57","6","180","610","1.1"
"611","fraxure","dragon","false","false","60","66","117","70","40","50","67","10","360","611","1"
"612","haxorus","dragon","false","false","45","76","147","90","60","70","97","18","1055","612","0.9"
"613","cubchoo","ice","false","false","120","55","70","40","60","40","40","5","85","613","1.1"
"614","beartic","ice","false","false","60","95","130","80","70","80","50","26","2600","614","0.8"
"615","cryogonal","ice","false","false","25","80","50","50","95","135","105","11","1480","615","1"
"616","shelmet","bug","false","false","200","50","40","85","40","65","25","4","77","616","1.1"
"617","accelgor","bug","false","false","75","80","70","40","100","60","145","8","253","617","1"
"618","stunfisk","ground,electric","false","false","75","109","66","84","81","99","32","7","110","618","1.1"
"619","mienfoo","fighting","false","false","180","45","85","50","55","50","65","9","200","619","1"
"620","mienshao","fighting","false","false","45","65","125","60","95","60","105","14","355","620","1"
"621","druddigon","dragon","false","false","45","77","120","90","60","90","48","16","1390","621","0.9"
"622","golett","ground,ghost","false","false","190","59","74","50","35","50","35","10","920","622","1"
"623","golurk","ground,ghost","false","false","90","89","124","80","55","80","55","28","3300","623","0.8"
"624","pawniard","dark,steel","false","false","120","45","85","70","40","40","60","5","102","624","1.1"
"625","bisharp","dark,steel","false","false","45","65","125","100","60","70","70","16","700","625","0.9"
"626","bouffalant","normal","false","false","45","95","110","95","40","95","55","16","946","626","0.9"
"627","rufflet","normal,flying","false","false","190","70","83","50","37","50","60","5","105","627","1.1"
"628","braviary","normal,flying","false","false","60","100","123","75","57","75","80","15","410","628","1"
"629","vullaby","dark,flying","false","false","190","70","55","75","45","65","60","5","90","629","1.1"
"630","mandibuzz","dark,flying","false","false","60","110","65","105","55","95","80","12","395","630","1"
"631","heatmor","fire","false","false","90","85","97","66","105","66","65","14","580","631","1"
"632","durant","bug,steel","false","false","90","58","109","112","48","48","109","3","330","632","1.2"
"633","deino","dark,dragon","false","false","45","52","65","50","45","50","38","8","173","633","1"
"634","zweilous","dark,dragon","false","false","45","72","85","70","65","70","58","14","500","634","1"
"635","hydreigon","dark,dragon","false","false","45","92","105","90","125","90","98","18","1600","635","0.9"
"636","larvesta","bug,fire","false","false","45","55","85","55","50","55","60","11","288","636","1"
"637","volcarona","bug,fire","false","false","15","85","60","65","135","105","100","16","460","637","0.9"
"638","cobalion","steel,fighting","true","false","3","91","90","129","90","72","108","21","2500","638","0.9"
"639","terrakion","rock,fighting","true","false","3","91","129","90","72","90","108","19","2600","639","0.9"
"640","virizion","grass,fighting","true","false","3","91","90","72","90","129","108","20","2000","640","0.9"
"641","tornadus","flying","true","false","3","79","115","70","125","80","111","15","630","641","1"
"642","thundurus","electric,flying","true","false","3","79","115","70","125","80","111","15","610","642","1"
"643","reshiram","dragon,fire","true","false","3","100","120","100","150","120","90","32","3300","643","0.8"
"644","zekrom","dragon,electric","true","false","3","100","150","120","120","100","90","29","3450","644","0.8"
"645","landorus","ground,flying","true","false","3","89","125","90","115","80","101","15","680","645","1"
"646","kyurem","dragon,ice","true","false","3","125","130","90","130","90","95","30","3250","646","0.8"
"647","keldeo","water,fighting","false","true","3","91","72","90","129","90","108","14","485","647","1"
"648","meloetta","normal,psychic","false","true","3","100","77","77","128","128","90","6","65","648","1.1"
"649","genesect","bug,steel","false","true","3","71","120","95","120","95","99","15","825","649","1"
"650","chespin","grass","false","false","45","56","61","65","48","45","38","4","90","650","1.1"
"651","quilladin","grass","false","false","45","61","78","95","56","58","57","7","290","651","1.1"
"652","chesnaught","grass,fighting","false","false","45","88","107","122","74","75","64","16","900","652","0.9"
"653","fennekin","fire","false","false","45","40","45","40","62","60","60","4","94","653","1.1"
"654","braixen","fire","false","false","45","59","59","58","90","70","73","10","145","654","1"
"655","delphox","fire,psychic","false","false","45","75","69","72","114","100","104","15","390","655","1"
"656","froakie","water","false","false","45","41","56","40","62","44","71","3","70","656","1.2"
"657","frogadier","water","false","false","45","54","63","52","83","56","97","6","109","657","1.1"
"658","greninja","water,dark","false","false","45","72","95","67","103","71","122","15","400","658","1"
"659","bunnelby","normal","false","false","255","38","36","38","32","36","57","4","50","659","1.1"
"660","diggersby","normal,ground","false","false","127","85","56","77","50","77","78","10","424","660","1"
"661","fletchling","normal,flying","false","false","255","45","50","43","40","38","62","3","17","661","1.2"
"662","fletchinder","fire,flying","false","false","120","62","73","55","56","52","84","7","160","662","1.1"
"663","talonflame","fire,flying","false","false","45","78","81","71","74","69","126","12","245","663","1"
"664","scatterbug","bug","false","false","255","38","35","40","27","25","35","3","25","664","1.2"
"665","spewpa","bug","false","false","120","45","22","60","27","30","29","3","84","665","1.2"
"666","vivillon","bug,flying","false","false","45","80","52","50","90","50","89","12","170","666","1"
"667","litleo","fire,normal","false","false","220","62","50","58","73","54","72","6","135","667","1.1"
"668","pyroar","fire,normal","false","false","65","86","68","72","109","66","106","15","815","668","1"
"669","flabebe","fairy","false","false","225","44","38","39","61","79","42","1","1","669","1.2"
"670","floette","fairy","false","false","120","54","45","47","75","98","52","2","9","670","1.2"
"671","florges","fairy","false","false","45","78","65","68","112","154","75","11","100","671","1"
"672","skiddo","grass","false","false","200","66","65","48","62","57","52","9","310","672","1"
"673","gogoat","grass","false","false","45","123","100","62","97","81","68","17","910","673","0.9"
"674","pancham","fighting","false","false","220","67","82","62","46","48","43","6","80","674","1.1"
"675","pangoro","fighting,dark","false","false","65","95","124","78","69","71","58","21","1360","675","0.9"
"676","furfrou","normal","false","false","160","75","80","60","65","90","102","12","280","676","1"
"677","espurr","psychic","false","false","190","62","48","54","63","60","68","3","35","677","1.2"
"678","meowstic","psychic","false","false","75","74","48","76","83","81","104","6","85","678","1.1"
"679","honedge","steel,ghost","false","false","180","45","80","100","35","37","28","8","20","679","1"
"680","doublade","steel,ghost","false","false","90","59","110","150","45","49","35","8","45","680","1"
"681","aegislash","steel,ghost","false","false","45","60","50","140","50","140","60","17","530","681","0.9"
"682","spritzee","fairy","false","false","200","78","52","60","63","65","23","2","5","682","1.2"
"683","aromatisse","fairy","false","false","140","101","72","72","99","89","29","8","155","683","1"
"684","swirlix","fairy","false","false","200","62","48","66","59","57","49","4","35","684","1.1"
"685","slurpuff","fairy","false","false","140","82","80","86","85","75","72","8","50","685","1"
